			
			
Samples (NCBI, JGI, MetaSub project)	Lat	Lon	Countries
SRR7756438	1.3453	103.6797	Singapore
SRR7756439	1.3453	103.6797	Singapore
SRR7756440	1.3453	103.6797	Singapore
SRR7756441	1.3453	103.6797	Singapore
SRR7756442	1.3453	103.6797	Singapore
SRR7756443	1.3453	103.6797	Singapore
SRR7756444	1.3453	103.6797	Singapore
SRR7756445	1.3453	103.6797	Singapore
SRR7756446	1.3453	103.6797	Singapore
SRR7756447	1.3453	103.6797	Singapore
SRR7756448	1.3453	103.6797	Singapore
SRR7756449	1.3453	103.6797	Singapore
SRR7756450	1.3453	103.6797	Singapore
SRR7756451	1.3453	103.6797	Singapore
SRR7756452	1.3453	103.6797	Singapore
SRR7756453	1.3453	103.6797	Singapore
SRR7756454	1.3453	103.6797	Singapore
SRR7756455	1.3453	103.6797	Singapore
SRR7756456	1.3453	103.6797	Singapore
SRR7756457	1.3453	103.6797	Singapore
SRR7756458	1.3453	103.6797	Singapore
SRR7756459	1.3453	103.6797	Singapore
SRR7756460	1.3453	103.6797	Singapore
SRR7756461	1.3453	103.6797	Singapore
SRR7756462	1.3453	103.6797	Singapore
SRR7756463	1.3453	103.6797	Singapore
SRR7756464	1.3453	103.6797	Singapore
SRR7756465	1.3453	103.6797	Singapore
SRR7756466	1.3453	103.6797	Singapore
SRR7756467	1.3453	103.6797	Singapore
SRR7756468	1.3453	103.6797	Singapore
SRR7756469	1.3453	103.6797	Singapore
SRR7756470	1.3453	103.6797	Singapore
SRR7756471	1.3453	103.6797	Singapore
SRR7756472	1.3453	103.6797	Singapore
SRR7756473	1.3453	103.6797	Singapore
SRR7756474	1.3453	103.6797	Singapore
SRR7756475	1.3453	103.6797	Singapore
SRR7756476	1.3453	103.6797	Singapore
SRR7756477	1.3453	103.6797	Singapore
SRR7756478	1.3453	103.6797	Singapore
SRR7756479	1.3453	103.6797	Singapore
SRR7756480	1.3453	103.6797	Singapore
SRR7756481	1.3453	103.6797	Singapore
SRR7756482	1.3453	103.6797	Singapore
SRR7756483	1.3453	103.6797	Singapore
SRR7756484	1.3453	103.6797	Singapore
SRR7756485	1.3453	103.6797	Singapore
SRR7756486	1.3453	103.6797	Singapore
SRR7756487	1.3453	103.6797	Singapore
SRR7756488	1.3453	103.6797	Singapore
SRR7756489	1.3453	103.6797	Singapore
SRR7756490	1.3453	103.6797	Singapore
SRR7756491	1.3453	103.6797	Singapore
SRR7756492	1.3453	103.6797	Singapore
SRR7756493	1.3453	103.6797	Singapore
SRR7756494	1.3453	103.6797	Singapore
SRR7756495	1.3453	103.6797	Singapore
SRR7756496	1.3453	103.6797	Singapore
SRR7756497	1.3453	103.6797	Singapore
SRR7756498	1.3453	103.6797	Singapore
SRR7756499	1.3453	103.6797	Singapore
SRR7756500	1.3453	103.6797	Singapore
SRR7756501	1.3453	103.6797	Singapore
SRR7756502	1.3453	103.6797	Singapore
SRR7756503	1.3453	103.6797	Singapore
SRR7756504	1.3453	103.6797	Singapore
SRR7756505	1.3453	103.6797	Singapore
SRR7756506	1.3453	103.6797	Singapore
SRR7756507	1.3453	103.6797	Singapore
SRR7756508	1.3453	103.6797	Singapore
SRR7756509	1.3453	103.6797	Singapore
SRR7756510	1.3453	103.6797	Singapore
SRR7756511	1.3453	103.6797	Singapore
SRR7756512	1.3453	103.6797	Singapore
SRR7756513	1.3453	103.6797	Singapore
SRR7756514	1.3453	103.6797	Singapore
SRR7756515	1.3453	103.6797	Singapore
SRR7756516	1.3453	103.6797	Singapore
SRR7756517	1.3453	103.6797	Singapore
SRR7756518	1.3453	103.6797	Singapore
SRR7756519	1.3453	103.6797	Singapore
SRR7756520	1.3453	103.6797	Singapore
SRR7756521	1.3453	103.6797	Singapore
SRR7756522	1.3453	103.6797	Singapore
SRR7756523	1.3453	103.6797	Singapore
SRR7756524	1.3453	103.6797	Singapore
SRR7756525	1.3453	103.6797	Singapore
SRR7756526	1.3453	103.6797	Singapore
SRR7756527	1.3453	103.6797	Singapore
SRR7756528	1.3453	103.6797	Singapore
SRR7756529	1.3453	103.6797	Singapore
SRR7756530	1.3453	103.6797	Singapore
SRR7756531	1.3453	103.6797	Singapore
SRR7756532	1.3453	103.6797	Singapore
SRR7756533	1.3453	103.6797	Singapore
SRR7756534	1.3453	103.6797	Singapore
SRR7756535	1.3453	103.6797	Singapore
SRR7756536	1.3453	103.6797	Singapore
SRR7756537	1.3453	103.6797	Singapore
SRR7756538	1.3453	103.6797	Singapore
SRR7756539	1.3453	103.6797	Singapore
SRR7756540	1.3453	103.6797	Singapore
SRR7756541	1.3453	103.6797	Singapore
SRR7756542	1.3453	103.6797	Singapore
SRR7756543	1.3453	103.6797	Singapore
SRR7756544	1.3453	103.6797	Singapore
SRR7756545	1.3453	103.6797	Singapore
SRR7756546	1.3453	103.6797	Singapore
SRR7756547	1.3453	103.6797	Singapore
SRR7756548	1.3453	103.6797	Singapore
SRR7756549	1.3453	103.6797	Singapore
SRR7756550	1.3453	103.6797	Singapore
SRR7756551	1.3453	103.6797	Singapore
SRR7756552	1.3453	103.6797	Singapore
SRR7756553	1.3453	103.6797	Singapore
SRR7756554	1.3453	103.6797	Singapore
SRR7756555	1.3453	103.6797	Singapore
SRR7756556	1.3453	103.6797	Singapore
SRR7756557	1.3453	103.6797	Singapore
SRR7756558	1.3453	103.6797	Singapore
SRR7756559	1.3453	103.6797	Singapore
SRR7756560	1.3453	103.6797	Singapore
SRR7756561	1.3453	103.6797	Singapore
SRR7756562	1.3453	103.6797	Singapore
SRR7756563	1.3453	103.6797	Singapore
SRR7756564	1.3453	103.6797	Singapore
SRR7756565	1.3453	103.6797	Singapore
SRR7756566	1.3453	103.6797	Singapore
SRR7756567	1.3453	103.6797	Singapore
SRR7756568	1.3453	103.6797	Singapore
SRR7756569	1.3453	103.6797	Singapore
SRR7756570	1.3453	103.6797	Singapore
SRR7756571	1.3453	103.6797	Singapore
SRR7756572	1.3453	103.6797	Singapore
SRR7756573	1.3453	103.6797	Singapore
SRR7756574	1.3453	103.6797	Singapore
SRR7756575	1.3453	103.6797	Singapore
SRR7756576	1.3453	103.6797	Singapore
SRR7756577	1.3453	103.6797	Singapore
SRR7756578	1.3453	103.6797	Singapore
SRR7756579	1.3453	103.6797	Singapore
SRR7756580	1.3453	103.6797	Singapore
SRR7756581	1.3453	103.6797	Singapore
SRR7756582	1.3453	103.6797	Singapore
SRR7756583	1.3453	103.6797	Singapore
SRR7756584	1.3453	103.6797	Singapore
SRR7756585	1.3453	103.6797	Singapore
SRR7756586	1.3453	103.6797	Singapore
SRR7756587	1.3453	103.6797	Singapore
SRR7756588	1.3453	103.6797	Singapore
SRR7756589	1.3453	103.6797	Singapore
SRR7756590	1.3453	103.6797	Singapore
SRR7756591	1.3453	103.6797	Singapore
SRR7756592	1.3453	103.6797	Singapore
SRR7756593	1.3453	103.6797	Singapore
SRR7756594	1.3453	103.6797	Singapore
SRR7756595	1.3453	103.6797	Singapore
SRR7756596	1.3453	103.6797	Singapore
SRR7756597	1.3453	103.6797	Singapore
SRR7756598	1.3453	103.6797	Singapore
SRR7756599	1.3453	103.6797	Singapore
SRR7756600	1.3453	103.6797	Singapore
SRR7756601	1.3453	103.6797	Singapore
SRR7756602	1.3453	103.6797	Singapore
SRR7756603	1.3453	103.6797	Singapore
SRR7756604	1.3453	103.6797	Singapore
SRR7756605	1.3453	103.6797	Singapore
SRR7756606	1.3453	103.6797	Singapore
SRR7756607	1.3453	103.6797	Singapore
SRR7756608	1.3453	103.6797	Singapore
SRR7756609	1.3453	103.6797	Singapore
SRR7756610	1.3453	103.6797	Singapore
SRR7756611	1.3453	103.6797	Singapore
SRR7756612	1.3453	103.6797	Singapore
SRR7756613	1.3453	103.6797	Singapore
SRR7756614	1.3453	103.6797	Singapore
SRR7756615	1.3453	103.6797	Singapore
SRR7756616	1.3453	103.6797	Singapore
SRR7756617	1.3453	103.6797	Singapore
SRR7756618	1.3453	103.6797	Singapore
SRR7756619	1.3453	103.6797	Singapore
SRR7756620	1.3453	103.6797	Singapore
SRR7756621	1.3453	103.6797	Singapore
SRR7756622	1.3453	103.6797	Singapore
SRR7756623	1.3453	103.6797	Singapore
SRR7756624	1.3453	103.6797	Singapore
SRR7756625	1.3453	103.6797	Singapore
SRR7756626	1.3453	103.6797	Singapore
SRR7756627	1.3453	103.6797	Singapore
SRR7756628	1.3453	103.6797	Singapore
SRR7756629	1.3453	103.6797	Singapore
SRR7756630	1.3453	103.6797	Singapore
SRR7756631	1.3453	103.6797	Singapore
SRR7756632	1.3453	103.6797	Singapore
SRR7756633	1.3453	103.6797	Singapore
SRR7756634	1.3453	103.6797	Singapore
SRR7756635	1.3453	103.6797	Singapore
SRR7756636	1.3453	103.6797	Singapore
SRR7756637	1.3453	103.6797	Singapore
SRR7756638	1.3453	103.6797	Singapore
SRR7756639	1.3453	103.6797	Singapore
SRR7756640	1.3453	103.6797	Singapore
SRR7756641	1.3453	103.6797	Singapore
SRR7756642	1.3453	103.6797	Singapore
SRR7756643	1.3453	103.6797	Singapore
SRR7756644	1.3453	103.6797	Singapore
SRR7756645	1.3453	103.6797	Singapore
SRR7756646	1.3453	103.6797	Singapore
SRR7756647	1.3453	103.6797	Singapore
SRR7756648	1.3453	103.6797	Singapore
SRR7756649	1.3453	103.6797	Singapore
SRR7756650	1.3453	103.6797	Singapore
SRR7756651	1.3453	103.6797	Singapore
SRR7756652	1.3453	103.6797	Singapore
SRR7756653	1.3453	103.6797	Singapore
SRR7756654	1.3453	103.6797	Singapore
SRR7756655	1.3453	103.6797	Singapore
SRR7756656	1.3453	103.6797	Singapore
SRR7756657	1.3453	103.6797	Singapore
SRR7756658	1.3453	103.6797	Singapore
SRR7756659	1.3453	103.6797	Singapore
SRR7756660	1.3453	103.6797	Singapore
SRR7756661	1.3453	103.6797	Singapore
SRR7756662	1.3453	103.6797	Singapore
SRR7756663	1.3453	103.6797	Singapore
SRR7756664	1.3453	103.6797	Singapore
SRR7756665	1.3453	103.6797	Singapore
SRR7756666	1.3453	103.6797	Singapore
SRR7756667	1.3453	103.6797	Singapore
SRR7756668	1.3453	103.6797	Singapore
SRR7756669	1.3453	103.6797	Singapore
SRR7756670	1.3453	103.6797	Singapore
SRR7756671	1.3453	103.6797	Singapore
SRR7756672	1.3453	103.6797	Singapore
SRR7756673	1.3453	103.6797	Singapore
SRR7756674	1.3453	103.6797	Singapore
SRR7756675	1.3453	103.6797	Singapore
SRR7756676	1.3453	103.6797	Singapore
SRR7756677	1.3453	103.6797	Singapore
SRR7756678	1.3453	103.6797	Singapore
SRR7756679	1.3453	103.6797	Singapore
SRR7756680	1.3453	103.6797	Singapore
SRR7756681	1.3453	103.6797	Singapore
SRR7756682	1.3453	103.6797	Singapore
SRR7756683	1.3453	103.6797	Singapore
SRR7756684	1.3453	103.6797	Singapore
SRR7756685	1.3453	103.6797	Singapore
SRR7756686	1.3453	103.6797	Singapore
SRR7756687	1.3453	103.6797	Singapore
SRR7756688	1.3453	103.6797	Singapore
SRR7756689	1.3453	103.6797	Singapore
SRR7756690	1.3453	103.6797	Singapore
SRR7756691	1.3453	103.6797	Singapore
SRR7756692	1.3453	103.6797	Singapore
SRR7756693	1.3453	103.6797	Singapore
SRR7756694	1.3453	103.6797	Singapore
SRR7756695	1.3453	103.6797	Singapore
SRR7756696	1.3453	103.6797	Singapore
SRR7756697	1.3453	103.6797	Singapore
SRR7756698	1.3453	103.6797	Singapore
SRR7756699	1.3453	103.6797	Singapore
SRR7756700	1.3453	103.6797	Singapore
SRR7756701	1.3453	103.6797	Singapore
SRR7756702	1.3453	103.6797	Singapore
SRR7756703	1.3453	103.6797	Singapore
SRR7756704	1.3453	103.6797	Singapore
ERR2486492	45.772	2.9655	France
ERR2486493	45.772	2.9655	France
ERR2486494	45.772	2.9655	France
SRR10002674	59.19104	18.04194	Sweden
SRR10002675	59.18515	18.04241	Sweden
SRR10002676	59.18277	18.04331	Sweden
SRR10002677	59.19556	18.0144	Sweden
SRR10002678	22.279733	114.164584	Hong Kong S.A.R.
SRR10002679	22.249142	114.174605	Hong Kong S.A.R.
SRR10002680	22.288471	114.193647	Hong Kong S.A.R.
SRR10002681	22.291449	114.200449	Hong Kong S.A.R.
SRR10002682	22.288431	114.209697	Hong Kong S.A.R.
SRR10002683	22.298656	114.236905	Hong Kong S.A.R.
SRR10002684	22.359245	114.107165	Hong Kong S.A.R.
SRR10002685	22.348727	114.126144	Hong Kong S.A.R.
SRR10002686	22.335807	114.156443	Hong Kong S.A.R.
SRR10002687	22.331291	114.161786	Hong Kong S.A.R.
SRR10002689	39.8501278	-104.6739062	United States of America
SRR10002690	39.8501278	-104.6739062	United States of America
SRR10002691	40.0258734	-105.2510194	United States of America
SRR10002692	40.0258734	-105.2510194	United States of America
SRR10002693	40.0258734	-105.2510194	United States of America
SRR10002694	39.8501278	104.6739062	China
SRR10002695	59.9494	10.76592	Norway
SRR10002696	59.9301	10.78959	Norway
SRR10002697	40.0258734	-105.2510194	United States of America
SRR10002698	40.0258734	-105.2510194	United States of America
SRR10002699	51.48603	-0.12369	United Kingdom
SRR10002700	51.48603	-0.12369	United Kingdom
SRR10002701	51.48603	-0.12369	United Kingdom
SRR10002702	59.9437	10.72088	Norway
SRR10002703	51.48603	-0.12369	United Kingdom
SRR10002704	59.93016	10.71473	Norway
SRR10002705	59.91558	10.7758	Norway
SRR10002706	59.91259	10.80139	Norway
SRR10002707	59.93276	10.88167	Norway
SRR10002708	59.93651	10.91664	Norway
SRR10002709	59.93482	10.6664	Norway
SRR10002710	59.91546	10.73209	Norway
SRR10002711	59.91343	10.74329	Norway
SRR10002712	59.91226	10.75027	Norway
SRR10002713	51.51517	-0.14119	United Kingdom
SRR10002714	51.51517	-0.14119	United Kingdom
SRR10002715	51.5245	-0.1381	United Kingdom
SRR10002716	51.5245	-0.1381	United Kingdom
SRR10002717	51.50674	-0.14276	United Kingdom
SRR10002718	51.50674	-0.14276	United Kingdom
SRR10002719	51.51517	-0.14119	United Kingdom
SRR10002720	51.51517	-0.14119	United Kingdom
SRR10002721	51.50674	-0.14276	United Kingdom
SRR10002722	51.50674	-0.14276	United Kingdom
SRR10002723	59.93276	10.88167	Norway
SRR10002724	22.279733	114.164584	Hong Kong S.A.R.
SRR10002725	22.249142	114.174605	Hong Kong S.A.R.
SRR10002726	59.91343	10.74329	Norway
SRR10002727	22.335807	114.156443	Hong Kong S.A.R.
SRR10002728	22.331291	114.161786	Hong Kong S.A.R.
SRR10002729	22.359245	114.107165	Hong Kong S.A.R.
SRR10002730	22.348727	114.126144	Hong Kong S.A.R.
SRR10002731	59.92566	10.77959	Norway
SRR10002732	22.298656	114.236905	Hong Kong S.A.R.
SRR10002733	22.288471	114.193647	Hong Kong S.A.R.
SRR10002734	22.291449	114.200449	Hong Kong S.A.R.
SRR10002735	22.29787	114.17217	Hong Kong S.A.R.
SRR10002736	59.91558	10.7758	Norway
SRR10002737	40.626472	-73.996895	United States of America
SRR10002738	59.91343	10.74329	Norway
SRR10002739	59.92566	10.77959	Norway
SRR10002740	59.91278	10.76009	Norway
SRR10002741	59.93651	10.91664	Norway
SRR10002742	59.91546	10.73209	Norway
SRR10002743	40.775594	-73.97641	United States of America
SRR10002744	59.93482	10.6664	Norway
SRR10002745	59.91546	10.73209	Norway
SRR10002746	59.93482	10.6664	Norway
SRR10002747	59.9494	10.76592	Norway
SRR10002748	59.9301	10.78959	Norway
SRR10002749	59.97204	10.92944	Norway
SRR10002750	59.9626	10.89248	Norway
SRR10002751	59.92566	10.77959	Norway
SRR10002752	59.91278	10.76009	Norway
SRR10002753	59.91226	10.75027	Norway
SRR10002754	59.91343	10.74329	Norway
SRR10002755	51.53057	-0.12399	United Kingdom
SRR10002756	51.54502	-0.10752	United Kingdom
SRR10002757	51.53057	-0.12399	United Kingdom
SRR10002758	51.53057	-0.12399	United Kingdom
SRR10002759	51.52774	-0.13303	United Kingdom
SRR10002760	51.53057	-0.12399	United Kingdom
SRR10002761	51.52774	-0.13303	United Kingdom
SRR10002762	51.52774	-0.13303	United Kingdom
SRR10002763	51.5245	-0.1381	United Kingdom
SRR10002764	51.5245	-0.1381	United Kingdom
SRR10002765	22.331996	114.168759	Hong Kong S.A.R.
SRR10002766	22.325069	114.168319	Hong Kong S.A.R.
SRR10002767	22.337199	114.175817	Hong Kong S.A.R.
SRR10002768	22.373025	114.178509	Hong Kong S.A.R.
SRR10002769	22.374751	114.185998	Hong Kong S.A.R.
SRR10002770	22.376943	114.194785	Hong Kong S.A.R.
SRR10002771	22.29787	114.17217	Hong Kong S.A.R.
SRR10002772	22.295269	114.174305	Hong Kong S.A.R.
SRR10002773	22.303619	114.181483	Hong Kong S.A.R.
SRR10002774	22.322557	114.172471	Hong Kong S.A.R.
SRR10002775	59.91226	10.75027	Norway
SRR10002776	51.56498	-0.10543	United Kingdom
SRR10002777	51.56498	-0.10543	United Kingdom
SRR10002778	51.56498	-0.10543	United Kingdom
SRR10002779	51.54502	-0.10752	United Kingdom
SRR10002780	40.747215	-73.993365	United States of America
SRR10002781	51.48603	-0.12369	United Kingdom
SRR10002782	51.489081	-0.133037	United Kingdom
SRR10002783	51.56498	-0.10543	United Kingdom
SRR10002784	22.295269	114.174305	Hong Kong S.A.R.
SRR10002785	51.54502	-0.10752	United Kingdom
SRR10002786	51.54502	-0.10752	United Kingdom
SRR10002787	22.303619	114.181483	Hong Kong S.A.R.
SRR10002788	22.279733	114.164584	Hong Kong S.A.R.
SRR10002789	22.249142	114.174605	Hong Kong S.A.R.
SRR10002790	22.322557	114.172471	Hong Kong S.A.R.
SRR10002791	22.359245	114.107165	Hong Kong S.A.R.
SRR10002792	22.348727	114.126144	Hong Kong S.A.R.
SRR10002793	22.335807	114.156443	Hong Kong S.A.R.
SRR10002794	22.331291	114.161786	Hong Kong S.A.R.
SRR10002795	22.288471	114.193647	Hong Kong S.A.R.
SRR10002796	22.291449	114.200449	Hong Kong S.A.R.
SRR10002797	22.288431	114.209697	Hong Kong S.A.R.
SRR10002798	22.298656	114.236905	Hong Kong S.A.R.
SRR10002799	59.97204	10.92944	Norway
SRR10002800	59.9626	10.89248	Norway
SRR10002801	59.9494	10.76592	Norway
SRR10002802	59.9301	10.78959	Norway
SRR10002803	59.93016	10.71473	Norway
SRR10002804	59.9437	10.72088	Norway
SRR10002805	59.91259	10.80139	Norway
SRR10002806	59.91558	10.7758	Norway
SRR10002807	22.374751	114.185998	Hong Kong S.A.R.
SRR10002808	59.92566	10.77959	Norway
SRR10002809	59.91278	10.76009	Norway
SRR10002810	22.288471	114.193647	Hong Kong S.A.R.
SRR10002811	59.91259	10.80139	Norway
SRR10002818	22.303619	114.181483	Hong Kong S.A.R.
SRR10002819	22.322557	114.172471	Hong Kong S.A.R.
SRR10002820	22.29787	114.17217	Hong Kong S.A.R.
SRR10002821	22.295269	114.174305	Hong Kong S.A.R.
SRR10002822	40.755983	-73.986229	United States of America
SRR10002823	40.751776	-73.976848	United States of America
SRR10002824	40.762526	-73.967967	United States of America
SRR10002825	40.77362	-73.959874	United States of America
SRR10002826	40.750373	-73.991057	United States of America
SRR10002827	40.734789	-73.99073	United States of America
SRR10002828	40.746081	-73.982076	United States of America
SRR10002829	40.762456	-73.985984	United States of America
SRR10002830	39.7526509	-105.001685	United States of America
SRR10002831	39.7526509	-105.001685	United States of America
SRR10002832	40.720824	-74.005229	United States of America
SRR10002833	40.779492	-73.955589	United States of America
SRR10002834	39.7526509	-105.001685	United States of America
SRR10002835	39.8501278	-104.6739062	United States of America
SRR10002836	39.7526509	-105.001685	United States of America
SRR10002837	39.7526509	-105.001685	United States of America
SRR10002838	22.374751	114.185998	Hong Kong S.A.R.
SRR10002839	22.376943	114.194785	Hong Kong S.A.R.
SRR10002840	22.337199	114.175817	Hong Kong S.A.R.
SRR10002841	22.373025	114.178509	Hong Kong S.A.R.
SRR10002842	59.19513	18.03327	Sweden
SRR10002843	59.20448	18.04165	Sweden
SRR10002844	59.21546	18.03144	Sweden
SRR10002845	59.23283	18.02298	Sweden
SRR10002846	22.331996	114.168759	Hong Kong S.A.R.
SRR10002847	22.325069	114.168319	Hong Kong S.A.R.
SRR10002848	59.9301	10.78959	Norway
SRR10002849	59.9494	10.76592	Norway
SRR10002850	59.9437	10.72088	Norway
SRR10002851	59.93016	10.71473	Norway
SRR10002852	59.91558	10.7758	Norway
SRR10002853	59.91259	10.80139	Norway
SRR10002854	59.93276	10.88167	Norway
SRR10002855	59.93651	10.91664	Norway
SRR10002856	59.9437	10.72088	Norway
SRR10002857	59.93016	10.71473	Norway
SRR10002858	22.288431	114.209697	NA
SRR10002859	39.8501278	-104.6739062	United States of America
SRR10002860	40.768141	-73.96387	United States of America
SRR10002861	40.764664	-73.980658	United States of America
SRR10002862	40.793919	-73.972323	United States of America
SRR10002863	40.747215	-73.993365	United States of America
SRR10002864	40.746081	-73.982076	United States of America
SRR10002865	40.779492	-73.955589	United States of America
SRR10002866	40.751776	-73.976848	United States of America
SRR10002867	40.762456	-73.985984	United States of America
SRR10002868	40.77362	-73.959874	United States of America
SRR10002869	40.762526	-73.967967	United States of America
SRR10002870	22.288431	114.209697	Hong Kong S.A.R.
SRR10002871	39.8501278	-104.6739062	United States of America
SRR10002872	39.8501278	-104.6739062	United States of America
SRR10002873	40.016993	-105.276446	United States of America
SRR10002874	40.016993	-105.276446	United States of America
SRR10002875	22.298656	114.236905	Hong Kong S.A.R.
SRR10002876	22.337199	114.175817	Hong Kong S.A.R.
SRR10002877	39.7526509	-105.001685	United States of America
SRR10002879	39.7526509	-105.001685	United States of America
SRR10002880	39.7526509	-105.001685	United States of America
SRR10002881	59.18515	18.04241	Sweden
SRR10002882	59.19104	18.04194	Sweden
SRR10002883	59.19556	18.0144	Sweden
SRR10002884	59.18277	18.04331	Sweden
SRR10002885	59.18277	18.04331	Sweden
SRR10002886	59.19556	18.0144	Sweden
SRR10002887	59.19104	18.04194	Sweden
SRR10002888	59.18515	18.04241	Sweden
SRR10002889	59.91278	10.76009	Norway
SRR10002891	22.335807	114.156443	Hong Kong S.A.R.
SRR10002892	22.249142	114.174605	Hong Kong S.A.R.
SRR10002893	59.19513	18.03327	Sweden
SRR10002894	59.20448	18.04165	Sweden
SRR10002895	22.331291	114.161786	Hong Kong S.A.R.
SRR10002896	39.8501278	-104.6739062	United States of America
SRR10002897	22.359245	114.107165	Hong Kong S.A.R.
SRR10002898	22.373025	114.178509	Hong Kong S.A.R.
SRR10002899	22.348727	114.126144	Hong Kong S.A.R.
SRR10002900	59.91546	10.73209	Norway
SRR10002901	40.768141	-73.96387	United States of America
SRR10002902	40.626472	-73.996895	United States of America
SRR10002903	59.93651	10.91664	Norway
SRR10002904	59.93276	10.88167	Norway
SRR10002905	40.768141	-73.96387	United States of America
SRR10002906	40.764664	-73.980658	United States of America
SRR10002907	40.775594	-73.97641	United States of America
SRR10002908	40.77362	-73.959874	United States of America
SRR10002909	39.8501278	-104.6739062	United States of America
SRR10002910	39.8501278	-104.6739062	United States of America
SRR10002911	59.97204	10.92944	Norway
SRR10002912	59.9626	10.89248	Norway
SRR10002913	39.7526509	-105.001685	United States of America
SRR10002914	22.279733	114.164584	Hong Kong S.A.R.
SRR10002915	59.23283	18.02298	Sweden
SRR10002916	59.21546	18.03144	Sweden
SRR10002917	59.21546	18.03144	Sweden
SRR10002918	59.23283	18.02298	Sweden
SRR10002919	59.19104	18.04194	Sweden
SRR10002920	59.18515	18.04241	Sweden
SRR10002921	59.20448	18.04165	Sweden
SRR10002922	59.19513	18.03327	Sweden
SRR10002923	22.331996	114.168759	Hong Kong S.A.R.
SRR10002924	22.325069	114.168319	Hong Kong S.A.R.
SRR10002925	22.291449	114.200449	Hong Kong S.A.R.
SRR10002926	59.19513	18.03327	Sweden
SRR10002927	59.20448	18.04165	Sweden
SRR10002928	39.7526509	-105.001685	United States of America
SRR10002929	22.376943	114.194785	Hong Kong S.A.R.
SRR10002930	39.7721355	-104.9717774	United States of America
SRR10002931	59.91226	10.75027	Norway
SRR10002932	59.19556	18.0144	Sweden
SRR10002933	59.18277	18.04331	Sweden
SRR10002935	51.46239	-0.115421	United Kingdom
SRR10002936	51.46239	-0.115421	United Kingdom
SRR10002937	59.20448	18.04165	Sweden
SRR10002938	59.19513	18.03327	Sweden
SRR10002939	51.489081	-0.133037	United Kingdom
SRR10002940	51.489081	-0.133037	United Kingdom
SRR10002941	51.489081	-0.133037	United Kingdom
SRR10002942	51.489081	-0.133037	United Kingdom
SRR10002943	51.46239	-0.115421	United Kingdom
SRR10002944	51.46239	-0.115421	United Kingdom
SRR10002945	22.331996	114.168759	Hong Kong S.A.R.
SRR10002946	22.325069	114.168319	Hong Kong S.A.R.
SRR10002947	59.93482	10.6664	Norway
SRR10002948	39.7526509	-105.001685	United States of America
SRR10002949	22.303619	114.181483	Hong Kong S.A.R.
SRR10002950	22.322557	114.172471	Hong Kong S.A.R.
SRR10002951	22.29787	114.17217	Hong Kong S.A.R.
SRR10002952	22.295269	114.174305	Hong Kong S.A.R.
SRR10002953	22.374751	114.185998	Hong Kong S.A.R.
SRR10002954	22.376943	114.194785	Hong Kong S.A.R.
SRR10002955	22.337199	114.175817	Hong Kong S.A.R.
SRR10002956	22.373025	114.178509	Hong Kong S.A.R.
SRR10002957	59.9626	10.89248	Norway
SRR10002958	59.97204	10.92944	Norway
SRR10002959	40.016993	-105.276446	United States of America
SRR10002960	59.93276	10.88167	Norway
SRR10002961	59.93651	10.91664	Norway
SRR10002962	59.91558	10.7758	Norway
SRR10002963	59.91259	10.80139	Norway
SRR10002964	59.9437	10.72088	Norway
SRR10002965	59.93016	10.71473	Norway
SRR10002966	59.9301	10.78959	Norway
SRR10002967	59.9494	10.76592	Norway
